message,actual_sentiment,predicted_sentiment,sentiment_confidence,actual_sarcasm
Handmade paper ka texture normal paper se kaafi different tha,Positive,Neutral,0.9209,False
Calligraphy workshop me basic strokes practice kiye,Positive,Neutral,0.9955,False
Bhai first calligraphy attempt dekh ke doctor ki handwriting classy lagne lagi,Negative,Positive,0.8166,True
Stationery store me recycled notebooks bhi available the,Positive,Neutral,0.9927,False
Post office ke old sorting system ke baare me jaana interesting tha,Positive,Neutral,0.9957,False
Bhai stamp collection dekh ke laga kisi ne patience ko hobby bana liya,Positive,Negative,0.6893,True
Aaj cooking workshop me bread-making technique seekhi,Positive,Neutral,0.9851,False
"Bhai dough ko “thoda knead” karna bola tha, arms ne full workout kar liya",Negative,Neutral,0.736,True
Bhai cake decorate karne gaya aur final design earthquake map lag raha tha,Negative,Neutral,0.9963,True
Cooking instructor ne knife skills kaafi clearly explain ki,Positive,Neutral,0.986,False
Homemade sauce ka flavour store-bought version se better laga,Positive,Neutral,0.9962,False
Different herbs ko smell karke identify karna interesting activity thi,Positive,Neutral,0.9253,False
Bhai “easy recipe” ne 17 ingredients dikha diye,Negative,Neutral,0.9377,True
Chocolate tempering ka process surprisingly precise tha,Neutral,Positive,0.9719,False
Bhai presentation ke liye dish decorate ki aur garnish ne sab cover kar diya,Negative,Neutral,0.9924,True
Fresh pasta ka dough properly stretch karna seekh liya,Positive,Neutral,0.9887,False
Cooking class me food waste minimise karne ke tips bhi mile,Positive,Neutral,0.9944,False
"Bhai final dish edible thi, so technically success hai 😂",Positive,Neutral,0.8386,True
Aaj board game cafe me new strategy game try kiya,Positive,Neutral,0.9951,False
Bhai game rules samajhne me hi opponent ne aadha board jeet liya,Negative,Neutral,0.9957,True
Cooperative game me sabne roles kaafi achhe se divide kiye,Positive,Neutral,0.9936,False
Bhai opponent ne “friendly game” bola aur phir tournament mode activate kar diya,Negative,Neutral,0.8826,True
Puzzle complete karne me expected se kam time laga,Positive,Neutral,0.7333,False
Bhai Monopoly me friendship ka real stress test ho gaya,Negative,Positive,0.997,True
Jigsaw puzzle ka last piece mil gaya after searching everywhere,Positive,Neutral,0.778,False
"Bhai game ke instructions 8 pages ke the, game khelna optional lag raha tha",Negative,Neutral,0.9963,True
Dice game ka outcome completely unpredictable tha,Neutral,Negative,0.9351,False
Aaj local theatre me experimental play dekha,Positive,Neutral,0.9657,False
Bhai actor ne itna emotional scene kiya ki audience bhi silent mode pe chali gayi,Positive,Negative,0.9896,True
"Bhai interval me story samajh aayi, plot ne tab tak mujhe ghost kar diya tha",Neutral,Negative,0.9956,True
Minimal stage design ke bawajood scene kaafi effective tha,Positive,Neutral,0.9874,False
Bhai villain ka entry music itna dramatic tha ki door bhi nervous ho gaya,Positive,Negative,0.7606,True
Theatre workshop me improvisation exercise try ki,Positive,Neutral,0.9828,False
Bhai improv me blank ho gaya aur silence ko performance bana diya,Neutral,Negative,0.9931,True
Traditional theatre costumes kaafi elaborate the,Positive,Neutral,0.9946,False
Bhai front-row seat mili aur ab actors ke expressions bhi personally visible hain,Positive,Neutral,0.93,True
Audience reaction se play ka impact kaafi clear tha,Positive,Neutral,0.8922,False
Bhai curtain call ke time clap karna hi safest social strategy tha,Neutral,Positive,0.4349,True
Aaj local architecture walk me old buildings dekhe,Positive,Neutral,0.993,False
Bhai building ka entrance itna fancy tha ki andar jaane se pehle confidence check karna pada,Positive,Negative,0.7996,True
Art deco buildings ke geometric patterns kaafi distinctive the,Positive,Neutral,0.9006,False
Bhai building ka staircase dekh ke lift ki invention ki respect badh gayi,Positive,Neutral,0.4951,True
Heritage street pe different architectural styles ek saath dikh rahe the,Positive,Neutral,0.9848,False
Old clock tower ka restoration kaafi carefully kiya gaya tha,Positive,Neutral,0.9115,False
Bhai narrow staircase ne fitness test bina registration ke le liya,Negative,Neutral,0.9802,True
Traditional courtyard houses ka layout interesting tha,Positive,Neutral,0.6882,False
Rooftop architecture se city ka view kaafi different lagta hai,Positive,Negative,0.8734,False
Heritage conservation team ne original details preserve kiye,Positive,Neutral,0.993,False
"Bhai staircase ke 100 steps the, architecture ke saath cardio complimentary tha",Negative,Positive,0.6516,True
Different cities ke public buildings compare karna interesting laga,Positive,Neutral,0.9951,False
Aaj volunteer animal shelter visit kiya,Positive,Neutral,0.9962,False
Bhai puppy ne ek baar dekha aur adoption form mentally fill ho gaya,Positive,Neutral,0.8226,True
Shelter me rescued animals ke medical records properly maintained the,Positive,Neutral,0.5343,False
Bhai cat ne pet karne diya aur phir suddenly attitude update kar diya,Neutral,Negative,0.9675,True
Volunteers animals ko socialise karne ke liye time de rahe the,Positive,Neutral,0.9953,False
Bhai dog toy lene gaya aur dog ne mujhe hi toy samajh liya,Positive,Neutral,0.6995,True
Adoption process ke steps clearly explain kiye gaye,Positive,Neutral,0.9758,False
Animal shelter ke donation system kaafi transparent laga,Positive,Neutral,0.9793,False
Rescue animals ke before-after stories emotional thi,Positive,Negative,0.7611,False
Volunteers animals ke behaviour ko patiently observe kar rahe the,Positive,Neutral,0.9047,False
Shelter me senior dogs ke liye separate area tha,Positive,Neutral,0.9925,False
Bhai kitten ne keyboard pe baith ke productivity ka final decision le liya,Negative,Neutral,0.9748,True
Animal enrichment toys ka purpose interesting laga,Positive,Neutral,0.9482,False
Bhai shelter se nikla toh 14 animals ke naam yaad the aur apna password nahi,Positive,Neutral,0.9907,True
Aaj public transport map ko actually understand kar liya,Positive,Neutral,0.9925,False
Bus driver ne route change announcement clearly diya,Positive,Neutral,0.9056,False
Ferry service ka schedule online accurately updated tha,Positive,Neutral,0.9941,False
Public transport app se arrival time check karna convenient tha,Positive,Neutral,0.9919,False
Bhai rush hour me personal space naam ki mythology samajh aayi,Negative,Neutral,0.4753,True
Metro station me accessibility features clearly marked the,Positive,Neutral,0.9109,False
Public transport pass recharge karna easy tha,Positive,Neutral,0.9395,False
Station ke digital boards multiple languages me information de rahe the,Positive,Neutral,0.9968,False
"Bhai train ke doors close hone ke baad hi platform pe pohcha, excellent timing",Negative,Positive,0.7891,True
Tram network ka coverage surprisingly extensive tha,Positive,Neutral,0.9528,False
"Bhai transit map samajh gaya, ab officially city ka unpaid navigator hu",Positive,Negative,0.9628,True
Bhai online shopping me “almost your size” dekh ke kapde bhi commitment issues wale lag rahe,Neutral,Negative,0.9113,True
Delivery tracker ne parcel ko teen ghante se same location pe meditate karwa rakha hai,Negative,Neutral,0.9963,True
Online review me kisi ne sirf “nice” likha aur mujhe pura research karna pada,Neutral,Negative,0.878,True
Shoes ka actual colour photos jaisa hi nikla,Positive,Neutral,0.9872,False
"Bhai cart me item rakha tha, website ne price badha ke character development kar diya",Negative,Neutral,0.6857,True
Local store me staff ne patiently different options dikhaye,Positive,Neutral,0.9956,False
"Discount banner dekh ke laga saving hogi, final bill ne reality samjha di",Negative,Neutral,0.4554,True
Backpack ka material expected se better quality ka tha,Positive,Neutral,0.9905,False
Bhai “limited stock” ka message 15 din se same confidence ke saath aa raha hai,Neutral,Positive,0.9937,True
"Bhai sale me sirf ek cheez lene gaya tha, shopping bag ne kuch aur decide kiya",Positive,Negative,0.8991,True
Product photos me size ka scale bilkul clear nahi tha,Negative,Neutral,0.9914,False
Aaj public library me rare books ka separate section dekha,Positive,Neutral,0.9949,False
"Bhai bookmark ghar pe reh gaya, page number ab memory pe dependent hai",Negative,Neutral,0.986,True
Librarian ne ek difficult-to-find book locate karwa di,Positive,Negative,0.8946,False
Reference section me international newspapers bhi available the,Positive,Neutral,0.9951,False
Bhai ek article dhoondhne gaya aur 14 unrelated facts leke nikla,Positive,Negative,0.9468,True
Digital catalogue se books search karna convenient tha,Positive,Neutral,0.9962,False
Library ke silent zone me literally pin drop bhi dramatic lag raha tha,Neutral,Negative,0.961,True
Book club discussion me different interpretations sunne ko mili,Positive,Negative,0.7569,False
Bhai “short story” boli thi aur 70 pages nikle,Neutral,Negative,0.9905,True
"Bhai podcast 20 minute ka tha, intro ne hi 8 minute le liye",Negative,Neutral,0.9899,True
Travel podcast sunte sunte destination list unnecessarily long ho gayi,Positive,Negative,0.9909,True
Bhai episode download kiya aur internet ne decide kiya ki abhi zarurat nahi,Negative,Neutral,0.5937,True
Language-learning podcast se pronunciation improve karne me help mili,Positive,Neutral,0.9748,False
Bhai podcast recommendation algorithm mujhe mujhse zyada jaanta hai apparently,Neutral,Positive,0.9879,True
History podcast me lesser-known events ke baare me pata chala,Positive,Neutral,0.9877,False
Bhai speaker ne “quick summary” bola aur 45 minute baad bhi context chal raha tha,Negative,Neutral,0.8797,True
Mental puzzles wale podcast episodes kaafi engaging the,Positive,Neutral,0.949,False
Documentary me archival footage ka use kaafi effective tha,Positive,Neutral,0.9272,False
Bank app ka new interface previous version se simpler hai,Positive,Neutral,0.9766,False
Cashless payment ka receipt immediately mil gaya,Positive,Negative,0.8698,False
Digital receipt save karna paper receipts se easier lagta hai,Positive,Neutral,0.9931,False
Currency exchange rates compare karna travel planning me helpful raha,Positive,Neutral,0.989,False
Bhai cashback ka notification aaya aur amount dekh ke laugh aa gaya,Neutral,Positive,0.9972,True
Expense categories banane se unnecessary spending identify hui,Positive,Negative,0.965,False
International payment ka conversion rate expected se fair tha,Positive,Neutral,0.9973,False
Receipt scanner se old bills organise karna convenient hai,Positive,Neutral,0.9933,False
Bhai form me “optional” field ne bhi somehow mandatory feel karwa diya,Neutral,Negative,0.9858,True
Aaj electric vehicle charging station ka working dekha,Positive,Neutral,0.9979,False
"Bhai charging cable dekh ke laga phone nahi, spaceship refuel ho raha hai",Positive,Neutral,0.9947,True
Solar-powered streetlights ka setup interesting tha,Positive,Neutral,0.9504,False
Bhai electric scooter ki battery percentage meri motivation se faster gir rahi thi,Negative,Positive,0.9925,True
Energy-efficient building ka cooling system kaafi interesting tha,Positive,Neutral,0.9851,False
Public charging point ka interface easy to understand tha,Positive,Neutral,0.8096,False
Bhai eco-friendly bottle lene gaya aur options ne environmental crisis aur complex kar di,Neutral,Negative,0.9857,True
Rainwater collection system ka working model clear tha,Positive,Neutral,0.9974,False
Sustainable packaging ka waste noticeably kam tha,Positive,Neutral,0.9135,False
Bhai “energy saving mode” ne bhi meri battery ko emotional support hi diya,Negative,Positive,0.9961,True
Aaj escape-room me code crack karne me team ne achha coordination dikhaya,Positive,Neutral,0.9755,False
Puzzle room ka lighting setup atmosphere ke liye perfect tha,Positive,Neutral,0.7543,False
Bhai lock kholne ke liye 4 keys try ki aur actual key table pe hi thi,Negative,Neutral,0.9936,True
Team ne clues ko systematically arrange kiya,Positive,Neutral,0.9936,False
Escape room ka timer dekh ke brain ne unnecessary urgency create kar di,Neutral,Negative,0.9896,False
Team member ne ek pattern notice kiya jo sab miss kar rahe the,Positive,Neutral,0.5309,False
Bhai code crack hua aur timer ne 3 seconds ka unnecessary drama create kiya,Positive,Negative,0.9916,True
Escape room staff ne game ke baad solutions explain kiye,Positive,Neutral,0.9738,False
Bhai ek clue ko 10 baar read kiya aur answer literally usi sentence me tha,Negative,Neutral,0.9944,True
"Bhai exit door mil gaya, ab real life ka exit bhi chahiye",Neutral,Negative,0.9739,True
Aaj pottery wheel pe bowl banana try kiya,Positive,Neutral,0.9983,False
Bhai clay mere haath se zyada independent nikli,Negative,Neutral,0.9822,True
Ceramic glazing ke different finishes kaafi interesting the,Positive,Neutral,0.9294,False
Instructor ne hand positioning patiently correct ki,Positive,Neutral,0.9963,False
Clay drying process ke baare me bhi explain kiya gaya,Positive,Neutral,0.9972,False
Ceramic painting me fine brushes use kiye,Positive,Neutral,0.9695,False
Kiln me pottery fire hone ke baad colour kaafi different dikha,Positive,Neutral,0.9945,False
Workshop me different shapes ke bowls display pe the,Positive,Neutral,0.993,False
Bhai wheel pe clay centre karna hi main boss level nikla,Negative,Neutral,0.9906,True
Traditional pottery tools ka use interesting laga,Positive,Neutral,0.9576,False
Pottery drying rack pe different handmade pieces arranged the,Positive,Neutral,0.9848,False
"Bhai ghar pe rakhne ke liye banaya tha, ab museum me rakhne layak lag raha hai obviously",Positive,Negative,0.9032,True
Aaj local astronomy club ke members se mila,Positive,Neutral,0.9939,False
Bhai telescope setup dekh ke laga budget kaafi serious hobby pe ja raha hai,Neutral,Positive,0.9955,True
Club members ne constellations identify karna sikhaya,Positive,Neutral,0.9984,False
Bhai ek star identify karne gaya aur 11 satellites count kar liye,Positive,Neutral,0.9945,True
Moon observation session me craters clearly visible the,Positive,Neutral,0.8846,False
Club members different telescopes compare kar rahe the,Positive,Neutral,0.9983,False
Bhai child ne constellation explain kiya aur main silently notes lene laga,Positive,Neutral,0.9748,True
Portable telescope ka setup surprisingly compact tha,Positive,Neutral,0.9085,False
Bhai telescope pe turn ka wait karna bhi patience training nikla,Neutral,Negative,0.9649,True
Space-related discussions kaafi engaging thi,Positive,Neutral,0.9115,False
