message,actual_sarcasm,predicted_sarcasm,sarcasm_confidence,actual_sentiment
"Bhai bookmark ghar pe reh gaya, page number ab memory pe dependent hai",True,False,0.9663,Negative
Bhai ek article dhoondhne gaya aur 14 unrelated facts leke nikla,True,False,0.9989,Positive
Bhai novel ka ending predict kiya aur author ne meri izzat rakhne se mana kar diya,True,False,0.9986,Negative
Bhai “short story” boli thi aur 70 pages nikle,True,False,0.9874,Neutral
Bhai character itna irritating tha ki book band karke bhi gussa raha,True,False,0.9988,Negative
Poetry collection me kuch lines genuinely beautiful thi,False,True,0.9953,Positive
"Bhai podcast 20 minute ka tha, intro ne hi 8 minute le liye",True,False,0.9986,Negative
Science podcast me complex topic simple examples se explain hua,False,True,0.8526,Positive
Bhai episode download kiya aur internet ne decide kiya ki abhi zarurat nahi,True,False,0.9991,Negative
True-crime podcast ka background music unnecessarily dramatic tha,True,False,0.7672,Negative
Bhai podcast recommendation algorithm mujhe mujhse zyada jaanta hai apparently,True,False,0.9925,Neutral
Bhai speaker ne “quick summary” bola aur 45 minute baad bhi context chal raha tha,True,False,0.9984,Negative
Interview me host ne surprisingly thoughtful questions pooche,False,True,0.9807,Positive
"Bhai episode ka best point end me tha, patience ka test officially pass",True,False,0.9963,Positive
Podcast transcript available hone se notes banana easier hua,False,True,0.9362,Positive
Bhai autoplay ne ek episode khatam hote hi doosra bina permission chala diya,True,False,0.9991,Neutral
Bhai screen time kam karne ke liye documentary lagayi aur screen time hi badh gaya,True,False,0.9985,Negative
Bhai payment app ne OTP tab bheja jab main already payment cancel kar chuka tha,True,False,0.9977,Negative
Bhai ATM ne cash dene ke bajaye philosophical silence choose kiya,True,False,0.9982,Negative
Monthly expenses calculate kiye aur calculator ko bhi break chahiye tha,True,False,0.9972,Negative
Bhai “small service charge” ne bill ko personally insult kar diya,True,False,0.9674,Negative
Online banking transfer instantly complete ho gaya,False,True,0.6693,Positive
Bhai cashback ka notification aaya aur amount dekh ke laugh aa gaya,True,False,0.9969,Neutral
Expense categories banane se unnecessary spending identify hui,False,True,0.9134,Positive
Financial app ka graph dekh ke laga meri savings hide-and-seek khel rahi hain,True,False,0.9984,Negative
"Bhai budget banaya tha, weekend ne usko personally reject kar diya",True,False,0.9976,Negative
Bhai form me “optional” field ne bhi somehow mandatory feel karwa diya,True,False,0.7593,Neutral
"Bhai charging cable dekh ke laga phone nahi, spaceship refuel ho raha hai",True,False,0.9951,Positive
Wind turbine blades close-up me surprisingly huge lagte hain,False,True,0.996,Positive
Bhai renewable energy ka presentation dekh ke sun bhi employee lagne laga,True,False,0.9985,Positive
Bhai electric scooter ki battery percentage meri motivation se faster gir rahi thi,True,False,0.9961,Negative
Bhai wind turbine ko dekh ke laga giant fan finally useful career me hai,True,False,0.9943,Positive
Recycled materials se bana furniture surprisingly sturdy tha,False,True,0.8774,Positive
Bhai eco-friendly bottle lene gaya aur options ne environmental crisis aur complex kar di,True,False,0.9888,Neutral
Bhai “energy saving mode” ne bhi meri battery ko emotional support hi diya,True,False,0.9938,Negative
Bhai climate exhibition se nikla aur AC dekh ke guilt aa gaya,True,False,0.9984,Neutral
Bhai first clue itna obvious tha ki humne 15 minute ignore kiya,True,False,0.9427,Negative
Hidden compartment finally mil gaya,False,True,0.9962,Positive
Bhai lock kholne ke liye 4 keys try ki aur actual key table pe hi thi,True,False,0.9963,Negative
Escape room ka timer dekh ke brain ne unnecessary urgency create kar di,False,True,0.5776,Neutral
Bhai “easy room” choose kiya tha aur door ne opinion change kar diya,True,False,0.9959,Negative
Hidden audio clue surprisingly useful nikla,False,True,0.9967,Positive
"Bhai clue ke peeche clue tha, puzzle designer ko chain mail pasand hai shayad",True,False,0.9989,Neutral
Bhai code crack hua aur timer ne 3 seconds ka unnecessary drama create kiya,True,False,0.9978,Positive
Bhai ek clue ko 10 baar read kiya aur answer literally usi sentence me tha,True,False,0.9907,Negative
"Bhai exit door mil gaya, ab real life ka exit bhi chahiye",True,False,0.9986,Neutral
Bhai clay mere haath se zyada independent nikli,True,False,0.999,Negative
"Bhai bowl banaya tha, final shape modern art nikli",True,False,0.9979,Neutral
Instructor ne hand positioning patiently correct ki,False,True,0.924,Positive
"Bhai apron pe clay ke stains hain, ab outfit officially artistic hai",True,False,0.7501,Positive
Bhai glaze colour choose karne me itna time laga jaise national flag design kar raha hu,True,False,0.9971,Neutral
Bhai wheel pe clay centre karna hi main boss level nikla,True,False,0.9989,Negative
Bhai clay slip ho gayi aur bowl ne freedom movement start kar diya,True,False,0.9986,Negative
Final ceramic piece surprisingly usable nikla,False,True,0.9978,Positive
Pottery drying rack pe different handmade pieces arranged the,False,True,0.9779,Positive
"Bhai ghar pe rakhne ke liye banaya tha, ab museum me rakhne layak lag raha hai obviously",True,False,0.9953,Positive
Bhai telescope setup dekh ke laga budget kaafi serious hobby pe ja raha hai,True,False,0.9985,Neutral
Bhai ek star identify karne gaya aur 11 satellites count kar liye,True,False,0.9954,Positive
Bhai focus knob ghumate ghumate universe ko blur kar diya,True,False,0.9991,Negative
Moon observation session me craters clearly visible the,False,True,0.9994,Positive
Bhai star chart dekh ke laga sky ka bhi syllabus hota hai,True,False,0.9989,Neutral
Bhai child ne constellation explain kiya aur main silently notes lene laga,True,False,0.9963,Positive
Bhai telescope pe turn ka wait karna bhi patience training nikla,True,False,0.9987,Neutral
Bhai Milky Way dekhne gaya aur clouds ne privacy maintain kar di,True,False,0.9988,Negative
Bhai sculpture itni giant thi ki uske saamne mera confidence miniature lag raha tha,True,False,0.9971,Positive
Bhai mural ke saamne photo li aur wall ne mujhse zyada likes deserve kiye,True,False,0.9974,Positive
Installation ka meaning initially samajh nahi aaya,False,True,0.9317,Neutral
Bhai artist statement padh ke laga artwork ke saath user manual bhi aata hai,True,False,0.9972,Neutral
Bhai installation ke paas khada tha aur log mujhe bhi artwork samajhne lage,True,False,0.999,Neutral
Public art walk me multiple neighbourhoods cover hue,False,True,0.9976,Positive
"Bhai painting complete hone se pehle hi main “wow” bol chuka tha, pressure unnecessary tha",True,False,0.6975,Positive
Local sculpture park me different materials use kiye gaye the,False,True,0.9764,Positive
Bhai abstract artwork dekh ke brain ne apna interpretation department khol diya,True,False,0.9967,Neutral
Bhai gallery se nikla toh har random wall bhi mujhe artistic lag rahi thi,True,False,0.9986,Positive
Bhai sorting machine itni fast thi ki meri decision-making slow lagne lagi,True,False,0.9979,Positive
Recycling process me material sorting kaafi detailed thi,False,True,0.7968,Positive
Bhai ek bottle ko recycle karne gaya aur machine ne uska pura career change kar diya,True,False,0.9972,Neutral
"Bhai garbage ka bhi logistics department hota hai, life genuinely complex hai",True,False,0.8608,Neutral
Bhai dustbin me galat item daalne ka guilt ab officially upgrade ho gaya,True,False,0.998,Negative
Recycling centre me safety instructions clearly displayed the,False,True,0.9875,Positive
Bhai ek plastic bottle dekhi aur suddenly uski entire life story imagine ho gayi,True,False,0.8558,Neutral
Bhai waste management dekh ke realise hua ki “dustbin me daal do” actually pura system hai,True,False,0.9979,Positive
"Iceland me volcano bhi tourist attraction ban gaya, nature ko bhi content chahiye 😂🌋",True,False,0.5154,Positive
Norway ke fjords ka view unreal lag raha tha 😍🏔️,False,True,0.5511,Positive
Bhai glacier trek pe gaya tha aur jacket ne meri personality se zyada layers pehni thi 🥶😂,True,False,0.5758,Neutral
Switzerland ke mountain villages kaafi peaceful lagte hain 🏔️🤍,False,True,0.5172,Positive
Finland me midnight sun ka concept kaafi fascinating hai ☀️🌙,False,True,0.8199,Positive
"Bhai wahan raat ko bhi sunlight thi, clock ko trust karna mushkil ho gaya 😭😂",True,False,0.9379,Neutral
Greenland ki ice formations ka aerial view stunning tha 🧊✨,False,True,0.8173,Positive
Bhai snow itni thi ki road aur parking ka difference hi khatam ho gaya ☃️😭,True,False,0.8824,Negative
Bhai cycle lanes dekh ke laga pedestrians ko bhi permission leni padti hogi 😂🚲,True,False,0.8662,Neutral
Bhai Danish bakery ke saamne diet ne bina discussion resignation de diya 🥐😂,True,False,0.8111,Positive
Prague ke old town buildings ka architecture beautiful tha 🏰❤️,False,True,0.507,Positive
"Bhai castle dekhne gaya tha, andar jaake staircase ne historical workout kara diya 😭",True,False,0.9892,Negative
Bhai opera me gaya aur interval tak samajh aa gaya ki subtitles meri zarurat hain 😂,True,False,0.948,Neutral
Bhai thermal bath me gaya aur 10 minute me pensioner energy aa gayi 😂♨️,True,False,0.5256,Positive
Bhai Bosphorus ke saamne khada tha aur geography finally useful lagne lagi 😂🌊,True,False,0.8386,Positive
Cappadocia ke hot-air balloons ka sunrise view amazing tha 🎈🌅,False,True,0.8772,Positive
Bhai balloon ride ke liye subah itni jaldi uthna pada ki alarm bhi shocked tha 😭😂,True,False,0.6868,Neutral
Santorini ke white buildings aur blue roofs ka contrast beautiful hai 💙🤍,False,True,0.7867,Positive
Bhai staircase dekh ke samajh aaya ki Santorini photos me hi flat hai 😂,True,False,0.9681,Negative
Athens ke ancient ruins ka scale surprisingly impressive tha 🏛️✨,False,True,0.9436,Positive
Bhai museum me 2000 saal purani cheez ko “old” bolte hue apni age rethink kar li 😂,True,False,0.9013,Neutral
Rome ke fountains aur old streets ka atmosphere kaafi lively tha 🇮🇹✨,False,True,0.7304,Positive
Bhai fountain ke paas photo lene gaya aur tourist crowd ne mujhe background bana diya 😂📸,True,False,0.8161,Neutral
Venice ki narrow streets me walk karna kaafi unique experience tha 🚶‍♀️🌊,False,True,0.6951,Positive
Bhai Venice me Google Maps bhi thoda confused lag raha tha 😂🗺️,True,False,0.8676,Neutral
"Bhai building dekhne gaya tha, har balcony apni hi personality leke baithi thi 😂",True,False,0.9859,Positive
Bhai tram itni steep road pe gayi ki seatbelt ki yaad aa gayi 😂,True,False,0.9314,Negative
Scotland ke highlands ka landscape kaafi dramatic tha 🏔️🌫️,False,True,0.7743,Positive
Bhai fog itna tha ki mountain bhi hide-and-seek khel raha tha 😭😂,True,False,0.9805,Neutral
Ireland ke coastal cliffs ka view breathtaking tha 🌊🍀,False,True,0.8257,Positive
Bhai cliff ke edge pe khade hoke legs ne immediately safety meeting bula li 😂,True,False,0.569,Negative
Morocco ke souks me colourful handicrafts kaafi interesting the 🧿🧡,False,True,0.7931,Positive
Bhai market me bargaining karte karte seller mera financial advisor ban gaya 😂,True,False,0.9102,Positive
Bhai maze jaisi galiyon me direction sense ne mujhe officially abandon kar diya 🗺️😭,True,False,0.9385,Negative
Sahara desert ka sunset unreal lag raha tha 🌅🏜️,False,True,0.6874,Positive
"Bhai desert me sand har jagah thi, surprisingly sand ne boundaries nahi maani 😂",True,False,0.794,Neutral
Egypt ke pyramids ko close-up me dekhna kaafi surreal tha 🔺✨,False,True,0.8158,Positive
Bhai pyramid ke saamne khada tha aur history ka attendance full lag raha tha 😂,True,False,0.9658,Positive
Bhai Nile ke paas sunset dekha aur phone camera ne phir bhi justice nahi kiya 😭📱,True,False,0.9964,Positive
Bhai elephant ne ek baar dekha aur main suddenly apni aukaat me aa gaya 😂🐘,True,False,0.9036,Positive
Tanzania ke savannah me sunrise kaafi beautiful tha 🌅🦒,False,True,0.51,Positive
Bhai giraffe itni calmly walk kar rahi thi jaise uski morning commute ho 😂,True,False,0.9277,Positive
South Africa me penguins ko beach pe dekhna unexpected laga 🐧🏖️,False,True,0.8237,Positive
"Bhai penguin beach pe tha aur main sweater me, priorities questionable hain 😂",True,False,0.5478,Neutral
Madagascar ke wildlife me kaafi unique species hain 🦎🌿,False,True,0.674,Positive
Bhai lemur ne camera dekha aur pose aisa diya jaise influencer ho 😂📸,True,False,0.8958,Positive
Rwanda ke mountain gorilla conservation efforts inspiring hain 🦍🌿,False,True,0.8103,Positive
Bhai gorilla ko dekh ke laga gym membership cancel kar deni chahiye 😂,True,False,0.979,Neutral
Bhai necklace choose karne me itna time laga ki shopkeeper ne emotional support offer kar diya 😂,True,False,0.9075,Neutral
Cape Town ka coastline aur mountains ka combination beautiful hai 🌊🏔️,False,True,0.6511,Positive
Bhai beach ke peeche mountain dekh ke geography flex karne ka mann ho gaya 😂,True,False,0.9647,Positive
Namibia ke desert dunes ka orange colour stunning tha 🏜️🧡,False,True,0.8242,Positive
Bhai dune pe chadhte chadhte samajh aaya ki downward walking bhi achievement hai 😭😂,True,False,0.8693,Negative
Zambia ke waterfall ka sound distance se hi powerful lag raha tha 💦🌿,False,True,0.5048,Positive
Bhai waterfall ke paas photo lene gaya aur mist ne camera ka career khatam kar diya 😂📸,True,False,0.5572,Negative
Japan ke cherry blossom season ka atmosphere kaafi beautiful hota hai 🌸🇯🇵,False,True,0.6537,Positive
Bhai sakura ke neeche photo lene gaya aur wind ne petals ka entire production budget uda diya 😂🌸,True,False,0.6608,Positive
Bhai kimono pehen ke walk kiya aur stairs ne cultural experience ko cardio bana diya 😂,True,False,0.9774,Negative
