message,actual_sentiment,predicted_sentiment,sentiment_confidence,actual_sarcasm,predicted_sarcasm,sarcasm_confidence
Crows ki problem-solving ability surprisingly advanced hai 🐦,Positive,Positive,0.9971,False,True,0.9796
"Crow ko underestimate karna dangerous hai, woh tumhara snack bhi analyse karega 😂",Neutral,Negative,0.9956,True,False,0.9674
Elephants apne herd members ko recognise kar sakte hain 🐘,Positive,Neutral,0.8227,False,True,0.6893
"Elephant ki memory famous hai, mera password memory se already fight kar raha hai 😂",Negative,Positive,0.8795,True,True,0.6865
Libraries mein silent reading ka atmosphere alag hi hota hai 📖,Positive,Positive,0.9745,False,True,0.7423
"Audiobook chala ke so gaya, author ne bhi mujhe chapter se bahar kar diya 😂",Neutral,Negative,0.9965,True,False,0.9899
Ek poem padh ke philosopher banna meri hidden talent hai 😂,Positive,Negative,0.9835,True,False,0.7272
"Graphic novel kholi thi five minutes ke liye, teen ghante baad civilisation change ho chuki thi 😂",Positive,Negative,0.9903,True,False,0.7682
Bookmarks lose hona surprisingly common problem hai 🔖,Neutral,Positive,0.6197,False,True,0.9885
Bookmark itna carefully rakha tha ki ab woh khud missing hai 😂,Negative,Negative,0.9905,True,False,0.8986
E-readers travel mein kaafi convenient hote hain 📱📖,Positive,Positive,0.997,False,True,0.6188
Ek device mein hundred books aur phir bhi main same chapter pe atka hu 😂,Negative,Negative,0.9802,True,False,0.963
Libraries ke old wooden shelves ka aesthetic mujhe pasand hai 📚,Positive,Negative,0.9268,False,False,0.8929
Wooden shelves dekh ke lagta hai books bhi vintage furniture ka part hain 😂,Positive,Negative,0.9892,True,False,0.9178
"Translation ne duniya connect kar di, phir autocorrect ne sab confuse kar diya 😂",Neutral,Negative,0.9953,True,False,0.9674
"K-drama mein ek look ke liye bhi background music aa jata hai, real life ko budget nahi mila 😂",Positive,Negative,0.9536,True,False,0.7879
Anime character ke room ka setup mere real room se zyada organised hota hai 😭😂,Negative,Neutral,0.7234,True,False,0.7101
"Documentary dekhte dekhte main expert ban gaya, bas certificate missing hai 😂",Positive,Negative,0.9848,True,False,0.8222
Silent films mein expressions ka role kaafi important hota tha 🎞️,Positive,Positive,0.9905,False,True,0.9017
"Silent movie mein bhi expressions itne clear hain, meri chats mein toh ""hmm"" se kuch samajh nahi aata 😂",Neutral,Positive,0.9855,True,False,0.7454
"Photographer ne random wall ko art bana diya, main random selfie ko bhi defend nahi kar sakta 😂",Negative,Negative,0.974,True,False,0.8145
Theatre performances ka live atmosphere films se kaafi different hota hai 🎭,Positive,Positive,0.9878,False,True,0.7516
"Theatre mein actor saamne hai, phir bhi meri attention snacks pe thi 😂",Negative,Negative,0.7219,True,False,0.9725
Puppet theatre ka craft surprisingly detailed hota hai 🪆,Positive,Positive,0.9981,False,True,0.9682
Puppets ki acting dekh ke laga inka communication mujhse better hai 😂,Positive,Positive,0.9903,True,False,0.9686
"Jazz mein musician bhi nahi jaanta next kya hoga, relatable 😂",Neutral,Positive,0.9861,True,True,0.9061
Classical concerts mein audience ka silence kaafi respectful hota hai 🎻,Positive,Positive,0.986,False,True,0.6949
Drummer itna energy de raha tha jaise uska pending frustration wahi nikal raha ho 😂,Positive,Negative,0.9933,True,False,0.9556
Guitarist ne ek chord bajaya aur nearby sab log music critics ban gaye 😂,Neutral,Negative,0.9927,True,False,0.9771
Audio guide sunte sunte main exhibit se zyada headphones admire kar raha tha 😂,Neutral,Negative,0.9898,True,False,0.9641
Sculpture itni abstract thi ki explanation padhne ke baad bhi confusion premium version ho gaya 😂,Neutral,Negative,0.982,True,True,0.879
Origami artists tiny paper models bhi bana lete hain 🪽,Positive,Neutral,0.8532,False,False,0.8821
"Main paper boat banata hu aur artist log dragons bana rahe hain, unfair hai 😂",Negative,Negative,0.9917,True,False,0.5839
Glassblower ko dekh ke samajh aa gaya hot work literally hot hota hai 😂,Neutral,Positive,0.9789,True,False,0.9088
Traditional weaving techniques mein patience kaafi chahiye 🧵,Positive,Negative,0.5336,False,True,0.8304
"Handmade paper bhi personality rakhta hai, printer paper bas office trauma deta hai 😂",Negative,Negative,0.9872,True,False,0.9917
African savannah sunrise ka view incredible hoga 🌅🦒,Positive,Positive,0.9948,False,True,0.8863
Giraffe ko dekh ke lagta hai nature ne height ka slider galti se max kar diya 😂,Positive,Negative,0.9925,True,False,0.8906
Safari mein animals ko natural habitat mein dekhna amazing experience hoga 🦁,Positive,Positive,0.9968,False,True,0.5763
"Safari mein lion dekh ke main photo nahi, apni life choices review karunga 😂",Negative,Negative,0.9689,True,False,0.8258
Whale ne ek baar tail dikhayi aur tourists ne usko celebrity bana diya 😂,Positive,Negative,0.9871,True,False,0.976
Birdwatching mein patience sabse important lagta hai 🐦,Positive,Positive,0.9253,False,True,0.8654
Birdwatching mein bird five seconds ke liye aata hai aur camera tabhi decide karta hai update hone ka 😂,Negative,Neutral,0.9277,True,False,0.7926
"Butterfly mere paas aayi aur main statue ban gaya, bas photo koi aur le gaya 😂",Positive,Negative,0.6722,True,False,0.9179
Desert foxes ke ears surprisingly huge hote hain 🦊,Positive,Positive,0.9961,False,True,0.9676
Fennec fox ke ears dekh ke lagta hai satellite reception perfect hoga 😂,Positive,Positive,0.8833,True,False,0.8244
Koalas ka eucalyptus-based diet kaafi specialised hai 🐨,Positive,Neutral,0.8728,False,False,0.8328
Koala ka daily routine dekh ke productivity influencers ka confidence toot jayega 😂,Neutral,Positive,0.9902,True,False,0.8312
Sloths ka metabolism extremely slow hota hai 🦥,Neutral,Negative,0.793,False,True,0.7321
Sloth ko dekh ke lagta hai finally koi meri speed ko respect karta hai 😂,Positive,Positive,0.9915,True,False,0.8619
Meerkat duty pe khada hai aur main bas window se duniya monitor kar raha hu 😂,Neutral,Negative,0.8892,True,False,0.9637
Polar bears climate changes ke effects ka strong indicator hain 🐻‍❄️,Negative,Positive,0.9273,False,True,0.758
Hummingbirds ki wing speed incredible hoti hai 🐦,Positive,Positive,0.996,False,True,0.7905
Hummingbird itna fast hai ki meri notifications bhi slow motion lagti hain 😂,Positive,Negative,0.9811,True,False,0.8106
Sea otters ka behaviour surprisingly playful hota hai 🦦,Positive,Positive,0.9783,False,True,0.9823
Otter ko dekh ke lagta hai swimming bhi cute profession ho sakta hai 😂,Positive,Positive,0.778,True,False,0.9742
Mountain goats steep cliffs pe effortlessly move karte hain 🐐🏔️,Positive,Positive,0.8758,False,True,0.7734
Mountain goat cliff pe comfortable hai aur main staircase pe hi balance lose karta hu 😂,Negative,Negative,0.6271,True,False,0.7512
Albatross birds thousands of kilometres travel kar sakte hain 🌊🐦,Positive,Positive,0.9843,False,True,0.9495
Albatross itna travel karta hai aur mera suitcase abhi bhi unpacked hai 😂,Negative,Negative,0.9656,True,False,0.9788
Coral spawning ka natural cycle fascinating hai 🪸,Positive,Positive,0.9889,False,True,0.8171
"Corals ka bhi schedule hai, bas mera sleep schedule missing hai 😂",Negative,Neutral,0.686,True,True,0.6213
Mangrove roots dekh ke lagta hai tree ne headphones permanently pehen rakhe hain 😂,Positive,Negative,0.9931,True,False,0.5442
Glacier caves mein blue ice ka colour unreal hota hai 🧊💙,Positive,Positive,0.995,False,True,0.9251
Glacier cave itni blue hai ki mera phone screen jealous ho gaya 😂,Positive,Negative,0.8576,True,True,0.9067
Volcanic beaches ka black sand kaafi unusual hota hai 🖤🏖️,Positive,Positive,0.9956,False,True,0.8228
Black sand beach dekh ke laga beach ne dark mode enable kar diya 😂,Positive,Negative,0.8546,True,False,0.869
Samundar raat ko glow karta hai aur meri screen brightness abhi bhi headache de rahi hai 😂,Negative,Negative,0.9743,True,False,0.9475
Bamboo forests mein wind ki sound kaafi soothing hoti hai 🎋,Positive,Positive,0.996,False,True,0.8058
Bamboo forest mein hawa chalti hai aur lagta hai nature background music free mein de raha hai 😂,Positive,Negative,0.9852,True,False,0.747
Desert dunes ka shape wind ke saath constantly change hota hai 🏜️,Positive,Neutral,0.9733,False,True,0.632
"Dunes apna shape change karte rehte hain, commitment issues bhi nature mein hain 😂",Neutral,Negative,0.978,True,False,0.8289
Salt flats sunset ke time incredible reflect karte hain 🌅,Positive,Positive,0.9977,False,True,0.8565
Salt flats mein reflection itna perfect hai ki reality bhi confused lagti hai 😂,Positive,Negative,0.9951,True,True,0.6434
Tea plantations hills ko completely green bana deti hain 🌱,Positive,Neutral,0.8152,False,False,0.717
Hills pe greenery dekh ke lagta hai Earth ne proper wallpaper set kiya hai 😂,Positive,Negative,0.9603,True,False,0.944
Quantum physics ke concepts genuinely fascinating hain ⚛️,Positive,Positive,0.9974,False,True,0.903
"Quantum physics samajhne gaya tha, ab particle bhi mujhse zyada confused lagta hai 😂",Negative,Negative,0.9921,True,False,0.9364
DNA ka structure biology ka iconic discovery hai 🧬,Positive,Neutral,0.7582,False,True,0.8182
DNA ke andar instructions hain aur mera brain abhi loading screen pe hai 😂,Negative,Neutral,0.9615,True,True,0.5151
Microscopes ne scientists ko invisible worlds observe karne diye 🔬,Positive,Neutral,0.9873,False,False,0.6209
3D printer se object ban raha hai aur main abhi bhi pen ka cap lose kar raha hu 😂,Negative,Negative,0.9927,True,False,0.8499
Robotics surgery mein precision kaafi impressive hai 🤖,Positive,Positive,0.9978,False,True,0.9845
Robot surgery kar raha hai aur mujhe bandage lagana bhi risky lagta hai 😂,Negative,Negative,0.9941,True,False,0.9929
Prosthetic technology ka improvement genuinely inspiring hai 🦾,Positive,Positive,0.998,False,True,0.8291
Bionic arm itna advanced hai ki sci-fi movies ko bhi competition mil gaya 😂,Positive,Negative,0.9281,True,False,0.6572
Brain-computer interfaces ka research fascinating direction hai 🧠💻,Positive,Positive,0.6364,False,True,0.6504
"Brain computer se connect ho gaya, bas mera brain khud mujhse connect nahi ho raha 😂",Negative,Neutral,0.8691,True,False,0.8585
Lab-grown meat technology kaafi interesting development hai 🧪,Positive,Positive,0.9865,False,True,0.8102
"Future mein meat lab mein banega, aur meri cooking phir bhi survival challenge rahegi 😂",Negative,Neutral,0.5886,True,False,0.9278
Vertical farming cities ke liye useful possibility ho sakti hai 🌱🏢,Positive,Positive,0.7716,False,True,0.7947
"Building ke andar farming ho rahi hai, humanity ne agriculture ko apartment mein shift kar diya 😂",Positive,Neutral,0.5678,True,True,0.6533
Desalination technology water scarcity areas mein important ho sakti hai 💧,Positive,Neutral,0.9495,False,True,0.9259
"Samundar ka paani drinkable ban raha hai, nature ka ultimate filter upgrade 😂",Positive,Negative,0.613,True,True,0.9662
Drones ka use wildlife monitoring mein bhi hota hai 🛸,Positive,Neutral,0.9969,False,False,0.9243
Drone jungle monitor kar raha hai aur main apni balcony se bhi suspicious lag raha hu 😂,Neutral,Negative,0.8729,True,False,0.7859
Satellite clouds predict kar raha hai aur mujhe umbrella ghar pe rehne ke baad yaad aata hai 😂,Negative,Neutral,0.8512,True,False,0.7633
"3D map mein sab clear hai, real life mein ek gali bhi confuse kar deti hai 😂",Negative,Negative,0.9584,True,False,0.9492
Digital twins industrial systems ko simulate karne mein useful hain 💻,Positive,Neutral,0.9826,False,False,0.6944
"Digital twin bana liya, ab bas digital version ko bhi meri responsibilities de do 😂",Positive,Negative,0.9936,True,False,0.969
Quantum computers traditional computing se fundamentally different hain ⚛️💻,Positive,Neutral,0.9217,False,True,0.9817
Quantum computer ke naam se hi mera normal laptop insecure ho gaya 😂,Positive,Negative,0.9787,True,False,0.8274
Solar sails ka concept space travel ke liye fascinating hai ☀️🚀,Positive,Positive,0.9966,False,True,0.6627
"Spacecraft sunlight se push le raha hai, mera cycle hawa se bhi cooperate nahi karta 😂",Negative,Negative,0.725,True,False,0.8447
Autonomous vehicles road safety ko potentially improve kar sakte hain 🚘,Positive,Positive,0.8045,False,True,0.5361
"Car khud drive karegi, bas passenger ko overthinking ka control manually rakhna padega 😂",Neutral,Negative,0.9784,True,False,0.9099
Smart homes energy usage optimise kar sakte hain 🏠⚡,Positive,Positive,0.943,False,True,0.8312
"Smart home lights khud on hoti hain, phir bhi main switch dhundhta rehta hu 😂",Neutral,Negative,0.749,True,False,0.9753
Noise-cancelling headphones travel mein kaafi useful hain 🎧,Positive,Positive,0.9979,False,True,0.8672
"Noise cancellation on kiya aur duniya mute, finally premium feature 😂",Positive,Negative,0.9784,True,True,0.6322
E-ink screen dekh ke lagta hai technology ne finally paper se friendship kar li 😂,Positive,Negative,0.9109,True,True,0.5148
Solar-powered watches ko battery replacement ki zarurat kam padti hai ⌚☀️,Positive,Positive,0.8838,False,True,0.6568
Watch khud sunlight se charge ho rahi hai aur main sunlight se sirf tan ho raha hu 😂,Negative,Neutral,0.9285,True,False,0.9275
Digital payment systems ne small transactions easy bana diye hain 💳,Positive,Neutral,0.8208,False,False,0.8509
Payment itna easy ho gaya hai ki paise kharch karne ka dard bhi instant hai 😂,Negative,Positive,0.8045,True,False,0.9809
Language translation tools travel mein kaafi helpful hote hain 🌍🗣️,Positive,Positive,0.9965,False,True,0.5343
"Translation app ne meri language samajh li, ab relatives ka accent bhi solve karwa do 😂",Neutral,Negative,0.9931,True,False,0.9338
"Voice assistant meri baat samajh leta hai, bas ghar wale abhi bhi nahi 😂",Positive,Positive,0.8059,True,False,0.9942
Digital museums online access ko kaafi expand karte hain 🖥️🏛️,Positive,Positive,0.9934,False,True,0.5179
"Museum ghar pe aa gaya, ab bas sofa se uthne ka feature add karo 😂",Positive,Negative,0.9848,True,False,0.9246
Ek Korean dish try ki aur ab chopsticks se meri izzat ka test ho raha hai 😂,Neutral,Positive,0.9909,True,False,0.979
Mexican food mein flavours ka combination kaafi bold hota hai 🌮,Positive,Positive,0.9926,False,True,0.6889
"Taco khate waqt filling ka half table pe gir gaya, authentic experience achieved 😂",Negative,Positive,0.996,True,True,0.5973
Turkish desserts ka presentation kaafi tempting hota hai 🍮,Positive,Negative,0.5362,False,False,0.9578
Dessert itna shiny tha ki khaane se pehle selfie lena compulsory lag raha tha 😂,Positive,Negative,0.8973,True,False,0.9708
Ramen bowl dekha aur samajh aa gaya soup bhi personality rakh sakta hai 😂,Positive,Positive,0.8995,True,False,0.9948
Italian gelato ka texture regular ice cream se different hota hai 🍨,Positive,Neutral,0.9161,False,True,0.5381
Gelato itna smooth tha ki meri life ko bhi same texture chahiye 😂,Positive,Positive,0.9951,True,False,0.8083
